0,5.67956689
1,6.001418488
2,5.377859388
3,5.5533724
4,5.332106591
5,5.652267389
6,5.13793694
7,5.595660754
8,5.384341544
9,6.499729564
10,5.328809937
11,5.601875833
12,5.638678898
13,5.606590538
14,5.337781226
15,5.422312988
16,5.563268744
17,5.661971658
18,5.316446904
19,6.589890443
20,5.414551036
21,5.575187639
22,5.731097473
23,5.538794935
24,5.576277396
25,5.470389826
26,5.54146758
27,5.487412407
28,5.715842513
29,5.599022677
30,5.671311107
31,5.52381715
32,5.629447287
33,5.946616041
34,5.571545852
35,5.641916392
36,5.482460985
37,5.501866926
38,5.677176209
39,5.402411932
40,5.513870122
41,5.71234347
42,5.53423854
43,5.482621918
44,5.715818021
45,5.772515835
46,5.599533549
47,5.700838701
48,5.331738616
49,5.516551006
50,5.404185722
51,5.478680879
52,5.421238585
53,5.594505445
54,5.469440854
55,5.318156048
56,5.502260001
57,5.449674248
58,5.50332165
59,5.523226198
60,5.485978887
61,5.521391581
62,5.507846328
63,5.715406432
64,5.428622644
65,5.557480218
66,5.43387324
67,5.580509562
68,5.918128562
69,5.63650704
70,5.661115154
71,5.637560704
72,5.624535518
73,5.479491183
74,5.50632546
75,5.609143102
76,5.617580819
77,5.69884624
78,5.637630417
79,5.63897234
80,5.843731669
81,5.365140565
82,5.518433073
83,5.658136867
84,5.899713835
85,5.545782522
86,5.610841419
87,5.647044614
88,5.527862317
89,5.372671539
90,5.410663819
91,5.724151203
92,5.633951136
93,5.544300605
94,5.666553803
95,5.62964981
96,5.58176808
97,5.524589983
98,5.63568484
99,5.948475588
100,5.630398051
101,5.453368203
102,5.772949212
103,5.472101365
104,5.773370219
105,5.847674593
106,5.682063434
107,5.721113158
108,5.638407004
109,5.905040876
110,5.718338393
111,5.610574155
112,5.654548089
113,5.791976384
114,5.885270064
115,5.481948616
116,5.471076919
117,5.65816016
118,5.730289305
119,5.550701727
120,5.78584619
121,5.689939289
122,5.599234452
123,5.423891985
124,5.629876578
125,5.792980991
126,5.417163537
127,5.49581781
128,5.723762258
129,5.480242456
130,5.664987447
131,5.961063815
132,5.685303508
133,5.612218929
134,5.57473968
135,5.678261351
136,5.70642874
137,5.712238495
138,5.641367997
139,5.887575561
140,5.415334545
141,5.67930024
142,5.659854338
143,5.827166906
144,5.579400927
145,5.396303672
146,5.974097074
147,5.343203154
148,6.072998557
149,5.613767634
150,5.605381768
151,5.552394214
152,5.569128321
153,5.413448112
154,5.681804738
155,5.573944726
156,5.967037407
157,5.700814658
158,5.589469459
159,5.599576913
160,5.455699735
161,5.718921787
162,5.58473017
163,5.397058103
164,5.409524807
165,5.640974911
166,5.533218658
167,5.352273394
168,5.709693375
169,5.770087979
170,5.611600925
171,5.435136231
172,5.589764252
173,6.817346898
174,5.481978994
175,5.559292074
176,5.666336236
177,5.530475626
178,5.716638645
179,5.496294345
180,5.523960891
181,5.649831288
182,5.435569375
183,5.655051122
184,3.976569591
185,5.839488834
186,5.52257315
187,5.53590397
188,5.483265673
189,5.253204545
190,6.082672403
191,5.632160598
192,5.577291344
193,5.762688283
194,5.436378536
195,5.642550168
196,5.55742153
197,5.778814205
198,5.441268176
199,5.456787158
200,5.465788838
201,5.520880629
202,5.534973448
203,5.580301841
204,5.495055049
205,5.506283494
206,5.977748451
207,5.58626198
208,5.900183934
209,5.40726045
210,5.415752192
211,5.634711948
212,6.495944112
213,5.526945367
214,5.741731939
215,5.55030491
216,5.848524576
217,5.512476473
218,5.653446434
219,5.658554294
220,5.821620392
221,5.615236906
222,5.813491122
223,5.705390349
224,5.938777899
225,5.495494725
226,5.867490874
227,5.666972756
228,5.526366479
229,5.462949383
230,5.547948427
231,5.332384904
232,5.413596203
233,6.509515297
234,5.44384771
235,5.892345618
236,5.675655466
237,5.607834165
238,5.797698393
239,5.580122145
240,5.849926357
241,5.706243564
242,5.729769061
243,5.480654939
244,5.635100109
245,5.815013667
246,5.704139058
247,5.868651734
248,5.477156064
249,5.625791053
250,5.634871683
251,5.416286371
252,5.820706705
253,5.432198777
254,6.271478888
255,5.596157026
256,5.367632659
257,5.635863806
258,5.369425965
259,5.533393758
260,5.485571141
261,5.407213792
262,6.023718793
263,5.513675875
264,5.624301336
265,5.473941744
266,5.604597323
267,5.581505613
268,5.79564978
269,5.381727749
270,5.54802398
271,5.672801158
272,5.582646572
273,5.577273336
274,5.668182908
275,5.635670614
276,5.578355791
277,5.923191442
278,5.677366934
279,4.985607523
280,5.498440844
281,5.953844487
282,6.192508458
283,5.620313936
284,5.649565166
285,5.585841398
286,7.729649827
287,5.571292364
288,5.541223975
289,5.571064361
290,5.506038167
291,5.437037319
292,5.827354038
293,5.908793241
294,5.419473015
295,5.569895341
296,5.676678316
297,5.627502518
298,5.384654553
299,5.411732649
300,5.845357592
301,5.630010908
302,5.826368177
303,5.942653775
304,5.27053759
305,5.662241937
306,5.786232007
307,5.64026653
308,5.824228097
309,5.709081068
310,5.553859522
311,5.793409773
312,5.503110049
313,8.556453825
314,5.376401415
315,5.502062008
316,5.431100275
317,5.815037569
318,5.609545346
319,5.609081427
320,5.717841121
321,5.557941596
322,5.502696166
323,5.652656027
324,5.679715302
325,5.415188761
326,5.864835543
327,5.395075123
328,5.681141696
329,5.571658679
330,6.059283476
331,5.663298371
332,5.577147723
333,5.618699454
334,5.767404674
335,5.702628444
336,5.696559156
337,5.729595554
338,5.563076121
339,7.191128449
340,5.704089357
