ID716,2.686114402952746
ID717,2.7961762243750807
ID719,2.890921259587713
ID720,2.893360359302615
ID721,2.754576563473026
ID722,2.7793287426920474
ID723,2.7846712408805447
ID724,2.72716896214451
ID725,2.7199969222166955
ID727,2.8541549398186628
ID728,2.777151973901432
ID729,2.883977182353838
ID730,2.8260373801393235
ID731,2.8651672932771386
ID732,2.9115647528860165
ID733,2.666636473827999
ID734,2.7962116567289352
ID735,2.8906421355279615
ID736,2.6960258318239485
ID737,2.6857741560810324
ID738,2.9459012885158873
ID739,2.5629502453436106
ID740,2.8014905756930566
ID741,2.9508709720306494
ID742,2.643905851641262
ID743,3.0901954951979493
ID744,2.6089271041839264
ID745,2.7398943803216524
ID746,2.913889829976378
ID747,2.801116271876278
ID749,2.751409157147575
ID751,2.7448014326267933
ID752,2.8780492127834694
ID753,2.918114235166619
ID757,2.851703172048539
ID759,2.806621458675282
ID760,2.9496730393883293
ID761,2.6287873034864933
ID762,2.8537601988013264
ID763,2.85761851490931
ID764,2.7185931745100897
ID765,2.9575857405321133
ID766,2.713108691084883
ID768,2.906733140549123
ID769,2.8384656168391458
ID770,2.846518976535623
ID771,2.8110132556399985
ID772,2.798439145843673
ID773,2.7056060259523522
ID774,2.8792699161971718
ID776,2.7521099864100544
ID777,2.8533407080927478
ID778,2.8763785718167543
ID779,2.825759407643321
ID781,2.8175330048125384
ID783,2.837249077564175
ID785,3.062822899530086
ID786,2.898236068552602
ID787,2.861924279049823
ID788,2.9061688957384955
ID790,2.9535598508831984
ID792,2.546584703775826
ID793,2.683780024630891
ID797,2.832171657054125
ID798,2.9418509611346333
ID801,2.697614136088317
ID802,2.614040184087125
ID803,2.877439178568355
ID804,2.944166073356882
ID806,2.7608786668844174
ID807,2.742985542306943
ID811,2.7981468356254164
ID812,2.817438425042464
ID813,2.852334043944587
ID816,2.7741823085656523
ID817,2.874430908742308
ID818,2.7186967593473663
ID819,2.720801450066785
ID820,2.742340537211905
ID821,3.156769491535758
ID822,3.1439425268245027
ID823,2.848759894126157
ID824,2.854014799252773
ID825,2.7809636473046164
ID826,2.8293613525598036
ID833,2.9045855002580896
ID834,2.9437949963684598
ID835,2.9553100926224363
ID838,2.796271534152527
ID839,2.947316964981862
ID841,2.7888901328778384
ID844,2.9565213350314425
ID848,2.7900389487099946
ID849,2.6453891700076073
ID850,2.730532415846429
ID851,2.804665174631246
ID852,2.928896451837859
ID853,2.800220421194332
ID854,3.098964684990578
ID855,2.8251166336730154
